"c1_id","c1_protein_1","c1_protein_2","c1_carbs_1","c1_carbs_2","c1_fats_1","c1_fats_2","p1","p2","c1","c2","f1","f2"
"11047","Egg Whites","Steak STANDARD","White Rice","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11048","Egg Whites","Steak STANDARD","White Rice","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11049","Egg Whites","Steak STANDARD","White Rice","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11050","Egg Whites","Steak STANDARD","White Rice","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11051","Egg Whites","Steak STANDARD","White Rice","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"11052","Egg Whites","Steak STANDARD","White Rice","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"11053","Egg Whites","Steak STANDARD","Brown Rice","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11054","Egg Whites","Steak STANDARD","Brown Rice","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11055","Egg Whites","Steak STANDARD","Brown Rice","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11056","Egg Whites","Steak STANDARD","Brown Rice","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11057","Egg Whites","Steak STANDARD","Brown Rice","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11058","Egg Whites","Steak STANDARD","Brown Rice","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11059","Egg Whites","Steak STANDARD","Brown Rice","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11060","Egg Whites","Steak STANDARD","Brown Rice","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11061","Egg Whites","Steak STANDARD","Brown Rice","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11062","Egg Whites","Steak STANDARD","Brown Rice","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11063","Egg Whites","Steak STANDARD","Brown Rice","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11064","Egg Whites","Steak STANDARD","Brown Rice","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11065","Egg Whites","Steak STANDARD","Brown Rice","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11066","Egg Whites","Steak STANDARD","Brown Rice","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11067","Egg Whites","Steak STANDARD","Brown Rice","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11068","Egg Whites","Steak STANDARD","Brown Rice","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11069","Egg Whites","Steak STANDARD","Brown Rice","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11070","Egg Whites","Steak STANDARD","Brown Rice","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11071","Egg Whites","Steak STANDARD","Brown Rice","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11072","Egg Whites","Steak STANDARD","Brown Rice","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11073","Egg Whites","Steak STANDARD","Brown Rice","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11074","Egg Whites","Steak STANDARD","Brown Rice","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11075","Egg Whites","Steak STANDARD","Brown Rice","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11076","Egg Whites","Steak STANDARD","Brown Rice","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11077","Egg Whites","Steak STANDARD","Brown Rice","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11078","Egg Whites","Steak STANDARD","Brown Rice","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11079","Egg Whites","Steak STANDARD","Brown Rice","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11080","Egg Whites","Steak STANDARD","Brown Rice","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11081","Egg Whites","Steak STANDARD","Brown Rice","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11082","Egg Whites","Steak STANDARD","Brown Rice","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11083","Egg Whites","Steak STANDARD","Brown Rice","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11084","Egg Whites","Steak STANDARD","Brown Rice","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11085","Egg Whites","Steak STANDARD","Brown Rice","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11086","Egg Whites","Steak STANDARD","Brown Rice","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11087","Egg Whites","Steak STANDARD","Brown Rice","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"11088","Egg Whites","Steak STANDARD","Brown Rice","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"11089","Egg Whites","Steak STANDARD","Sweet Potato","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11090","Egg Whites","Steak STANDARD","Sweet Potato","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11091","Egg Whites","Steak STANDARD","Sweet Potato","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11092","Egg Whites","Steak STANDARD","Sweet Potato","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11093","Egg Whites","Steak STANDARD","Sweet Potato","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11094","Egg Whites","Steak STANDARD","Sweet Potato","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11095","Egg Whites","Steak STANDARD","Sweet Potato","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11096","Egg Whites","Steak STANDARD","Sweet Potato","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11097","Egg Whites","Steak STANDARD","Sweet Potato","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11098","Egg Whites","Steak STANDARD","Sweet Potato","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11099","Egg Whites","Steak STANDARD","Sweet Potato","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11100","Egg Whites","Steak STANDARD","Sweet Potato","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11101","Egg Whites","Steak STANDARD","Sweet Potato","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11102","Egg Whites","Steak STANDARD","Sweet Potato","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11103","Egg Whites","Steak STANDARD","Sweet Potato","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11104","Egg Whites","Steak STANDARD","Sweet Potato","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11105","Egg Whites","Steak STANDARD","Sweet Potato","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11106","Egg Whites","Steak STANDARD","Sweet Potato","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11107","Egg Whites","Steak STANDARD","Sweet Potato","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11108","Egg Whites","Steak STANDARD","Sweet Potato","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11109","Egg Whites","Steak STANDARD","Sweet Potato","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11110","Egg Whites","Steak STANDARD","Sweet Potato","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11111","Egg Whites","Steak STANDARD","Sweet Potato","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11112","Egg Whites","Steak STANDARD","Sweet Potato","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11113","Egg Whites","Steak STANDARD","Sweet Potato","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11114","Egg Whites","Steak STANDARD","Sweet Potato","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11115","Egg Whites","Steak STANDARD","Sweet Potato","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11116","Egg Whites","Steak STANDARD","Sweet Potato","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11117","Egg Whites","Steak STANDARD","Sweet Potato","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11118","Egg Whites","Steak STANDARD","Sweet Potato","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11119","Egg Whites","Steak STANDARD","Sweet Potato","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11120","Egg Whites","Steak STANDARD","Sweet Potato","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11121","Egg Whites","Steak STANDARD","Sweet Potato","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11122","Egg Whites","Steak STANDARD","Sweet Potato","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11123","Egg Whites","Steak STANDARD","Sweet Potato","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"11124","Egg Whites","Steak STANDARD","Sweet Potato","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"11125","Egg Whites","Steak STANDARD","White Potato","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11126","Egg Whites","Steak STANDARD","White Potato","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11127","Egg Whites","Steak STANDARD","White Potato","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11128","Egg Whites","Steak STANDARD","White Potato","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11129","Egg Whites","Steak STANDARD","White Potato","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11130","Egg Whites","Steak STANDARD","White Potato","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11131","Egg Whites","Steak STANDARD","White Potato","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11132","Egg Whites","Steak STANDARD","White Potato","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11133","Egg Whites","Steak STANDARD","White Potato","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11134","Egg Whites","Steak STANDARD","White Potato","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11135","Egg Whites","Steak STANDARD","White Potato","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11136","Egg Whites","Steak STANDARD","White Potato","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11137","Egg Whites","Steak STANDARD","White Potato","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11138","Egg Whites","Steak STANDARD","White Potato","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11139","Egg Whites","Steak STANDARD","White Potato","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11140","Egg Whites","Steak STANDARD","White Potato","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11141","Egg Whites","Steak STANDARD","White Potato","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11142","Egg Whites","Steak STANDARD","White Potato","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11143","Egg Whites","Steak STANDARD","White Potato","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11144","Egg Whites","Steak STANDARD","White Potato","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11145","Egg Whites","Steak STANDARD","White Potato","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11146","Egg Whites","Steak STANDARD","White Potato","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11147","Egg Whites","Steak STANDARD","White Potato","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11148","Egg Whites","Steak STANDARD","White Potato","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11149","Egg Whites","Steak STANDARD","White Potato","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11150","Egg Whites","Steak STANDARD","White Potato","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11151","Egg Whites","Steak STANDARD","White Potato","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11152","Egg Whites","Steak STANDARD","White Potato","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11153","Egg Whites","Steak STANDARD","White Potato","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11154","Egg Whites","Steak STANDARD","White Potato","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11155","Egg Whites","Steak STANDARD","White Potato","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11156","Egg Whites","Steak STANDARD","White Potato","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11157","Egg Whites","Steak STANDARD","White Potato","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11158","Egg Whites","Steak STANDARD","White Potato","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11159","Egg Whites","Steak STANDARD","White Potato","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"11160","Egg Whites","Steak STANDARD","White Potato","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"11161","Egg Whites","Steak STANDARD","Beans STANDARD","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11162","Egg Whites","Steak STANDARD","Beans STANDARD","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11163","Egg Whites","Steak STANDARD","Beans STANDARD","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11164","Egg Whites","Steak STANDARD","Beans STANDARD","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11165","Egg Whites","Steak STANDARD","Beans STANDARD","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11166","Egg Whites","Steak STANDARD","Beans STANDARD","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11167","Egg Whites","Steak STANDARD","Beans STANDARD","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11168","Egg Whites","Steak STANDARD","Beans STANDARD","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11169","Egg Whites","Steak STANDARD","Beans STANDARD","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11170","Egg Whites","Steak STANDARD","Beans STANDARD","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11171","Egg Whites","Steak STANDARD","Beans STANDARD","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11172","Egg Whites","Steak STANDARD","Beans STANDARD","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11173","Egg Whites","Steak STANDARD","Beans STANDARD","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11174","Egg Whites","Steak STANDARD","Beans STANDARD","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11175","Egg Whites","Steak STANDARD","Beans STANDARD","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11176","Egg Whites","Steak STANDARD","Beans STANDARD","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11177","Egg Whites","Steak STANDARD","Beans STANDARD","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11178","Egg Whites","Steak STANDARD","Beans STANDARD","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11179","Egg Whites","Steak STANDARD","Beans STANDARD","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11180","Egg Whites","Steak STANDARD","Beans STANDARD","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11181","Egg Whites","Steak STANDARD","Beans STANDARD","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11182","Egg Whites","Steak STANDARD","Beans STANDARD","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11183","Egg Whites","Steak STANDARD","Beans STANDARD","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11184","Egg Whites","Steak STANDARD","Beans STANDARD","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11185","Egg Whites","Steak STANDARD","Beans STANDARD","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11186","Egg Whites","Steak STANDARD","Beans STANDARD","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11187","Egg Whites","Steak STANDARD","Beans STANDARD","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11188","Egg Whites","Steak STANDARD","Beans STANDARD","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11189","Egg Whites","Steak STANDARD","Beans STANDARD","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11190","Egg Whites","Steak STANDARD","Beans STANDARD","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11191","Egg Whites","Steak STANDARD","Beans STANDARD","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11192","Egg Whites","Steak STANDARD","Beans STANDARD","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11193","Egg Whites","Steak STANDARD","Beans STANDARD","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11194","Egg Whites","Steak STANDARD","Beans STANDARD","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11195","Egg Whites","Steak STANDARD","Beans STANDARD","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"11196","Egg Whites","Steak STANDARD","Beans STANDARD","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"11197","Egg Whites","Steak STANDARD","Lentils","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11198","Egg Whites","Steak STANDARD","Lentils","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11199","Egg Whites","Steak STANDARD","Lentils","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11200","Egg Whites","Steak STANDARD","Lentils","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11201","Egg Whites","Steak STANDARD","Lentils","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11202","Egg Whites","Steak STANDARD","Lentils","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11203","Egg Whites","Steak STANDARD","Lentils","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11204","Egg Whites","Steak STANDARD","Lentils","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11205","Egg Whites","Steak STANDARD","Lentils","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11206","Egg Whites","Steak STANDARD","Lentils","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11207","Egg Whites","Steak STANDARD","Lentils","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11208","Egg Whites","Steak STANDARD","Lentils","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11209","Egg Whites","Steak STANDARD","Lentils","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11210","Egg Whites","Steak STANDARD","Lentils","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11211","Egg Whites","Steak STANDARD","Lentils","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11212","Egg Whites","Steak STANDARD","Lentils","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11213","Egg Whites","Steak STANDARD","Lentils","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11214","Egg Whites","Steak STANDARD","Lentils","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11215","Egg Whites","Steak STANDARD","Lentils","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11216","Egg Whites","Steak STANDARD","Lentils","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11217","Egg Whites","Steak STANDARD","Lentils","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11218","Egg Whites","Steak STANDARD","Lentils","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11219","Egg Whites","Steak STANDARD","Lentils","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11220","Egg Whites","Steak STANDARD","Lentils","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11221","Egg Whites","Steak STANDARD","Lentils","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11222","Egg Whites","Steak STANDARD","Lentils","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11223","Egg Whites","Steak STANDARD","Lentils","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11224","Egg Whites","Steak STANDARD","Lentils","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11225","Egg Whites","Steak STANDARD","Lentils","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11226","Egg Whites","Steak STANDARD","Lentils","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11227","Egg Whites","Steak STANDARD","Lentils","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11228","Egg Whites","Steak STANDARD","Lentils","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11229","Egg Whites","Steak STANDARD","Lentils","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"11230","Egg Whites","Steak STANDARD","Lentils","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"11231","Egg Whites","Steak STANDARD","Lentils","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"11232","Egg Whites","Steak STANDARD","Lentils","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"11233","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11234","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11235","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11236","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11237","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11238","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11239","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11240","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11241","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11242","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11243","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"11244","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"11245","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11246","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"11247","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"11248","Egg Whites","Steak STANDARD","Whole Wheat Pasta","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
